hospital_name,district,city,speciality,hospital_rating,success_rate,service_readiness_pct,ranking_score,speciality_rank,overall_rank,no_of_patients_treated
Lifeline Healthcare - Pathankot,Pathankot,Moga,General Medicine,4.0,60.7,25.0,74.21,294,4507,87322
Medicare Hospital - Mansa,Mansa,Amritsar,General Surgery,4.0,60.7,18.75,74.21,292,4508,87459
Punjab Medical Centre - Nawanshahr,Nawanshahr,Khanna,Nephrology,4.0,60.7,31.25,74.21,316,4509,87596
Apex Hospital - Nawanshahr,Nawanshahr,Mansa,Oncology,4.0,60.7,12.5,74.21,284,4510,87733
Healing Touch Healthcare - Sangrur,Sangrur,Mansa,Ophthalmology,4.0,60.7,31.25,74.21,290,4511,87870
City Care Hospital - Jalandhar,Jalandhar,Moga,Dermatology,3.9,65.3,43.75,74.19,312,4512,88007
Sunrise Hospital - Barnala,Barnala,Gurdaspur,Pediatrics,3.9,65.3,43.75,74.19,293,4513,88144
Fortune Medical Centre - Kapurthala,Kapurthala,Gurdaspur,Urology,3.9,65.3,43.75,74.19,296,4514,88281
Healing Touch Multispeciality Hospital - SAS Nagar,SAS Nagar,Khanna,Gynecology,4.0,60.6,31.25,74.18,307,4515,88418
Fortune Healthcare - Muktsar,Muktsar,Patiala,Oncology,4.0,60.6,25.0,74.18,285,4516,88555
Fortune Healthcare - Fazilka,Fazilka,Khanna,Urology,4.0,60.6,31.25,74.18,288,4517,88692
Lifeline Multispeciality Hospital - Sangrur,Sangrur,Sangrur,Dermatology,3.9,65.2,43.75,74.16,313,4518,88829
Shaheed Bhagat Singh Hospital - Barnala,Barnala,Moga,General Medicine,3.9,65.2,43.75,74.16,302,4519,88966
Shaheed Bhagat Singh Hospital - Faridkot,Faridkot,Nawanshahr,Neurology,3.9,65.2,37.5,74.16,293,4520,89103
Mata Kaushalya Healthcare - Hoshiarpur,Hoshiarpur,Amritsar,Pulmonology,3.9,65.2,31.25,74.16,315,4521,89240
Shivalik Multispeciality Hospital - Moga,Moga,Mohali,Dermatology,4.0,60.5,25.0,74.15,302,4522,89377
Apex Hospital - Kapurthala,Kapurthala,Khanna,Gastroenterology,4.0,60.5,12.5,74.15,332,4523,89514
Guru Nanak Multispeciality Hospital - Patiala,Patiala,Khanna,General Surgery,4.0,60.5,18.75,74.15,293,4524,89651
City Care Hospital - Ludhiana,Ludhiana,Kapurthala,Neurology,4.0,60.5,25.0,74.15,283,4525,89788
Lifeline Healthcare - Malerkotla,Malerkotla,Khanna,Neurology,4.0,60.5,25.0,74.15,282,4526,89925
Apex Healthcare - Rupnagar,Rupnagar,Malerkotla,Orthopedics,4.0,60.5,25.0,74.15,294,4527,90062
Punjab Healthcare - Nawanshahr,Nawanshahr,Phagwara,Orthopedics,4.0,60.5,25.0,74.15,293,4528,90199
Fortune Healthcare - Amritsar,Amritsar,Abohar,Cardiology,3.9,65.1,31.25,74.13,325,4529,90336
Mata Kaushalya Medical Centre - Faridkot,Faridkot,Rupnagar,Gastroenterology,3.9,65.1,31.25,74.13,349,4530,90473
Apex Hospital - Hoshiarpur,Hoshiarpur,Hoshiarpur,Ophthalmology,3.9,65.1,43.75,74.13,301,4531,90610
Medicare Multispeciality Hospital - Faridkot,Faridkot,Jalandhar,Ophthalmology,3.9,65.1,31.25,74.13,302,4532,90747
Lifeline Multispeciality Hospital - Ludhiana,Ludhiana,Firozpur,Orthopedics,3.9,65.1,37.5,74.13,303,4533,90884
Fortune Hospital - Ludhiana,Ludhiana,Mohali,ENT,4.0,60.4,18.75,74.12,297,4534,91021
Guru Nanak Healthcare - Malerkotla,Malerkotla,Nawanshahr,Gastroenterology,4.0,60.4,31.25,74.12,333,4535,91158
Medicare Multispeciality Hospital - Faridkot,Faridkot,Hoshiarpur,Urology,4.0,60.4,31.25,74.12,289,4536,91295
Medicare Multispeciality Hospital - Muktsar,Muktsar,Mohali,Dermatology,3.9,65.0,43.75,74.1,314,4537,91432
Punjab Hospital - Nawanshahr,Nawanshahr,Hoshiarpur,ENT,3.9,65.0,37.5,74.1,306,4538,91569
Healing Touch Hospital - Faridkot,Faridkot,Amritsar,Pulmonology,3.9,65.0,43.75,74.1,316,4539,91706
Sunrise Medical Centre - Patiala,Patiala,Rupnagar,Dermatology,4.0,60.3,25.0,74.09,303,4540,91843
Apex Healthcare - Faridkot,Faridkot,Firozpur,General Medicine,4.0,60.3,18.75,74.09,296,4541,91980
Sunrise Healthcare - Mansa,Mansa,Pathankot,General Medicine,4.0,60.3,25.0,74.09,295,4542,92117
Medicare Healthcare - Moga,Moga,Pathankot,General Surgery,4.0,60.3,25.0,74.09,294,4543,92254
Punjab Hospital - Pathankot,Pathankot,Bathinda,Gynecology,4.0,60.3,25.0,74.09,308,4544,92391
Shivalik Multispeciality Hospital - Rupnagar,Rupnagar,Nawanshahr,Nephrology,4.0,60.3,31.25,74.09,317,4545,92528
City Care Hospital - Muktsar,Muktsar,Patiala,Oncology,4.0,60.3,25.0,74.09,286,4546,92665
Sewa Multispeciality Hospital - Tarn Taran,Tarn Taran,Sangrur,Ophthalmology,4.0,60.3,18.75,74.09,291,4547,92802
Prime Care Multispeciality Hospital - Ferozepur,Ferozepur,Moga,Orthopedics,4.0,60.3,25.0,74.09,295,4548,92939
Shivalik Medical Centre - Fatehgarh Sahib,Fatehgarh Sahib,Jalandhar,Cardiology,3.9,64.9,37.5,74.07,326,4549,93076
City Care Hospital - Ludhiana,Ludhiana,Nawanshahr,Gastroenterology,4.0,60.2,18.75,74.06,334,4550,93213
Mata Kaushalya Healthcare - Amritsar,Amritsar,Khanna,General Surgery,4.0,60.2,31.25,74.06,295,4551,93350
Mata Kaushalya Medical Centre - Malerkotla,Malerkotla,Patiala,Neurology,4.0,60.2,31.25,74.06,284,4552,93487
Sunrise Healthcare - Sangrur,Sangrur,Pathankot,Pediatrics,4.0,60.2,18.75,74.06,286,4553,93624
Shivalik Hospital - Faridkot,Faridkot,Rajpura,Pulmonology,4.0,60.2,18.75,74.06,308,4554,93761
Maharaja Ranjit Singh Healthcare - Kapurthala,Kapurthala,Rajpura,Gastroenterology,3.9,64.8,50.0,74.04,351,4555,93898
Punjab Medical Centre - Bathinda,Bathinda,Sangrur,Gastroenterology,3.9,64.8,43.75,74.04,350,4556,94035
Sunrise Hospital - Hoshiarpur,Hoshiarpur,Gurdaspur,General Surgery,3.9,64.8,37.5,74.04,303,4557,94172
Prime Care Healthcare - Kapurthala,Kapurthala,Nawanshahr,Nephrology,3.9,64.8,37.5,74.04,321,4558,94309
Shaheed Bhagat Singh Multispeciality Hospital - Malerkotla,Malerkotla,Bathinda,Urology,4.0,60.1,25.0,74.03,290,4559,94446
Healing Touch Hospital - Patiala,Patiala,Pathankot,General Medicine,3.9,64.7,43.75,74.01,303,4560,94583
Sunrise Medical Centre - Barnala,Barnala,Firozpur,Ophthalmology,3.9,64.7,37.5,74.01,303,4561,94720
Sewa Healthcare - Malerkotla,Malerkotla,Firozpur,Pediatrics,3.9,64.7,31.25,74.01,294,4562,94857
Lifeline Multispeciality Hospital - Moga,Moga,Jalandhar,Pulmonology,3.9,64.7,50.0,74.01,317,4563,94994
Punjab Hospital - Bathinda,Bathinda,Firozpur,Gastroenterology,4.0,60.0,25.0,74.0,335,4564,95131
Prime Care Multispeciality Hospital - Rupnagar,Rupnagar,Phagwara,Gynecology,4.0,60.0,25.0,74.0,309,4565,95268
Prime Care Multispeciality Hospital - Moga,Moga,Amritsar,Neurology,4.0,60.0,25.0,74.0,285,4566,95405
Medicare Healthcare - Malerkotla,Malerkotla,Muktsar,Oncology,4.0,60.0,25.0,74.0,287,4567,95542
Mata Kaushalya Multispeciality Hospital - Patiala,Patiala,Patiala,Cardiology,3.9,64.6,50.0,73.98,327,4568,95679
Sunrise Healthcare - Malerkotla,Malerkotla,Pathankot,ENT,3.9,64.6,31.25,73.98,307,4569,95816
Sunrise Healthcare - Patiala,Patiala,Bathinda,Oncology,3.9,64.6,37.5,73.98,295,4570,95953
City Care Multispeciality Hospital - Faridkot,Faridkot,Ludhiana,Ophthalmology,3.9,64.6,31.25,73.98,304,4571,96090
City Care Multispeciality Hospital - Faridkot,Faridkot,Gurdaspur,Gastroenterology,4.0,59.9,25.0,73.97,336,4572,96227
Maharaja Ranjit Singh Multispeciality Hospital - Sangrur,Sangrur,Bathinda,Nephrology,4.0,59.9,25.0,73.97,318,4573,96364
Prime Care Healthcare - Hoshiarpur,Hoshiarpur,Hoshiarpur,Ophthalmology,4.0,59.9,18.75,73.97,292,4574,96501
City Care Multispeciality Hospital - SAS Nagar,SAS Nagar,Malerkotla,Pediatrics,4.0,59.9,25.0,73.97,287,4575,96638
Fortune Multispeciality Hospital - Fatehgarh Sahib,Fatehgarh Sahib,Khanna,ENT,3.9,64.5,31.25,73.95,308,4576,96775
Medicare Medical Centre - Malerkotla,Malerkotla,Bathinda,Orthopedics,3.9,64.5,37.5,73.95,304,4577,96912
Maharaja Ranjit Singh Multispeciality Hospital - Malerkotla,Malerkotla,Malerkotla,Urology,3.9,64.5,50.0,73.95,297,4578,97049
City Care Hospital - Malerkotla,Malerkotla,Phagwara,Cardiology,4.0,59.8,25.0,73.94,311,4579,97186
Mata Kaushalya Hospital - Muktsar,Muktsar,Kapurthala,General Medicine,3.9,64.4,31.25,73.92,304,4580,97323
Medicare Medical Centre - Amritsar,Amritsar,Patiala,General Surgery,3.9,64.4,37.5,73.92,304,4581,97460
Shaheed Bhagat Singh Hospital - Fatehgarh Sahib,Fatehgarh Sahib,Phagwara,Gynecology,3.9,64.4,37.5,73.92,314,4582,97597
Fortune Healthcare - Jalandhar,Jalandhar,Pathankot,Orthopedics,3.9,64.4,37.5,73.92,305,4583,97734
Sunrise Medical Centre - Jalandhar,Jalandhar,Moga,Pediatrics,3.9,64.4,43.75,73.92,295,4584,97871
Shivalik Medical Centre - Tarn Taran,Tarn Taran,Muktsar,Pulmonology,3.9,64.4,37.5,73.92,318,4585,98008
Shaheed Bhagat Singh Healthcare - Hoshiarpur,Hoshiarpur,Malerkotla,Dermatology,4.0,59.7,12.5,73.91,305,4586,98145
Shivalik Healthcare - Patiala,Patiala,Phagwara,Dermatology,4.0,59.7,25.0,73.91,304,4587,98282
Shaheed Bhagat Singh Medical Centre - Sangrur,Sangrur,Ludhiana,Gastroenterology,4.0,59.7,25.0,73.91,337,4588,98419
Apex Medical Centre - Faridkot,Faridkot,Kapurthala,Neurology,4.0,59.7,25.0,73.91,286,4589,98556
Shivalik Medical Centre - SAS Nagar,SAS Nagar,Sangrur,Orthopedics,4.0,59.7,18.75,73.91,296,4590,98693
Fortune Medical Centre - Amritsar,Amritsar,Mansa,Cardiology,3.9,64.3,37.5,73.89,328,4591,98830
Fortune Healthcare - Fatehgarh Sahib,Fatehgarh Sahib,Hoshiarpur,Gastroenterology,3.9,64.3,31.25,73.89,352,4592,98967
Lifeline Healthcare - Ferozepur,Ferozepur,Hoshiarpur,Gynecology,3.9,64.3,43.75,73.89,316,4593,99104
Medicare Healthcare - Muktsar,Muktsar,Barnala,Gynecology,3.9,64.3,37.5,73.89,315,4594,99241
Fortune Hospital - Sangrur,Sangrur,Mohali,Neurology,3.9,64.3,37.5,73.89,294,4595,99378
Medicare Hospital - Faridkot,Faridkot,Firozpur,Orthopedics,3.9,64.3,37.5,73.89,307,4596,99515
Prime Care Healthcare - SAS Nagar,SAS Nagar,Pathankot,Orthopedics,3.9,64.3,37.5,73.89,306,4597,99652
Sunrise Multispeciality Hospital - Tarn Taran,Tarn Taran,Muktsar,Cardiology,4.0,59.6,25.0,73.88,312,4598,99789
Fortune Medical Centre - Nawanshahr,Nawanshahr,Barnala,Dermatology,4.0,59.6,25.0,73.88,306,4599,99926
Healing Touch Multispeciality Hospital - Faridkot,Faridkot,Hoshiarpur,ENT,4.0,59.6,18.75,73.88,299,4600,10063
Shivalik Medical Centre - Malerkotla,Malerkotla,Kapurthala,ENT,4.0,59.6,25.0,73.88,298,4601,10200
Prime Care Medical Centre - SAS Nagar,SAS Nagar,Khanna,Gynecology,4.0,59.6,25.0,73.88,310,4602,10337
Sunrise Multispeciality Hospital - Amritsar,Amritsar,Abohar,Nephrology,4.0,59.6,25.0,73.88,319,4603,10474
Lifeline Medical Centre - Hoshiarpur,Hoshiarpur,Muktsar,Oncology,4.0,59.6,25.0,73.88,288,4604,10611
Apex Hospital - Fatehgarh Sahib,Fatehgarh Sahib,Patiala,Ophthalmology,4.0,59.6,25.0,73.88,293,4605,10748
Lifeline Medical Centre - Amritsar,Amritsar,Mohali,Ophthalmology,4.0,59.6,25.0,73.88,294,4606,10885
Punjab Healthcare - Hoshiarpur,Hoshiarpur,Patiala,Pediatrics,4.0,59.6,12.5,73.88,288,4607,11022
Apex Medical Centre - Malerkotla,Malerkotla,Abohar,Urology,4.0,59.6,25.0,73.88,292,4608,11159
Shaheed Bhagat Singh Multispeciality Hospital - SAS Nagar,SAS Nagar,Jalandhar,Urology,4.0,59.6,12.5,73.88,291,4609,11296
Shaheed Bhagat Singh Multispeciality Hospital - Gurdaspur,Gurdaspur,Jalandhar,Dermatology,3.9,64.2,31.25,73.86,315,4610,11433
Shivalik Hospital - Gurdaspur,Gurdaspur,Rajpura,Dermatology,3.9,64.2,37.5,73.86,316,4611,11570
Prime Care Hospital - Malerkotla,Malerkotla,Jalandhar,Nephrology,3.9,64.2,37.5,73.86,322,4612,11707
Sewa Hospital - Barnala,Barnala,Kapurthala,Pulmonology,3.9,64.2,37.5,73.86,319,4613,11844
Maharaja Ranjit Singh Medical Centre - Rupnagar,Rupnagar,Amritsar,Urology,3.9,64.2,43.75,73.86,298,4614,11981
Sunrise Multispeciality Hospital - Jalandhar,Jalandhar,Rajpura,Cardiology,4.0,59.5,25.0,73.85,313,4615,12118
Healing Touch Multispeciality Hospital - Moga,Moga,Barnala,Dermatology,4.0,59.5,18.75,73.85,307,4616,12255
Fortune Multispeciality Hospital - Ferozepur,Ferozepur,Rupnagar,ENT,4.0,59.5,25.0,73.85,301,4617,12392
Shaheed Bhagat Singh Medical Centre - Rupnagar,Rupnagar,Patiala,ENT,4.0,59.5,12.5,73.85,300,4618,12529
Maharaja Ranjit Singh Hospital - Rupnagar,Rupnagar,Kapurthala,Gastroenterology,4.0,59.5,12.5,73.85,339,4619,12666
Punjab Healthcare - Nawanshahr,Nawanshahr,Sangrur,Gastroenterology,4.0,59.5,25.0,73.85,338,4620,12803
Punjab Medical Centre - Hoshiarpur,Hoshiarpur,Jalandhar,Neurology,4.0,59.5,18.75,73.85,287,4621,12940
City Care Medical Centre - Ludhiana,Ludhiana,Rupnagar,Dermatology,3.9,64.1,43.75,73.83,317,4622,13077
City Care Multispeciality Hospital - Faridkot,Faridkot,Firozpur,Dermatology,3.9,64.1,37.5,73.83,318,4623,13214
Shaheed Bhagat Singh Healthcare - Bathinda,Bathinda,Rajpura,General Surgery,3.9,64.1,43.75,73.83,305,4624,13351
Shaheed Bhagat Singh Multispeciality Hospital - SAS Nagar,SAS Nagar,Kapurthala,Gynecology,3.9,64.1,43.75,73.83,317,4625,13488
Lifeline Multispeciality Hospital - Malerkotla,Malerkotla,Hoshiarpur,Nephrology,3.9,64.1,37.5,73.83,324,4626,13625
Maharaja Ranjit Singh Multispeciality Hospital - Muktsar,Muktsar,Rajpura,Nephrology,3.9,64.1,31.25,73.83,325,4627,13762
Mata Kaushalya Healthcare - Tarn Taran,Tarn Taran,Moga,Nephrology,3.9,64.1,37.5,73.83,323,4628,13899
Sunrise Healthcare - Jalandhar,Jalandhar,Kapurthala,Pulmonology,3.9,64.1,25.0,73.83,320,4629,14036
Prime Care Hospital - Gurdaspur,Gurdaspur,Barnala,Cardiology,4.0,59.4,25.0,73.82,314,4630,14173
Healing Touch Medical Centre - Faridkot,Faridkot,Kapurthala,Neurology,4.0,59.4,25.0,73.82,288,4631,14310
Lifeline Hospital - Mansa,Mansa,Malerkotla,Pediatrics,4.0,59.4,12.5,73.82,289,4632,14447
Shivalik Healthcare - Hoshiarpur,Hoshiarpur,Muktsar,Dermatology,3.9,64.0,18.75,73.8,319,4633,14584
Punjab Medical Centre - Muktsar,Muktsar,Khanna,ENT,3.9,64.0,37.5,73.8,309,4634,14721
Punjab Healthcare - Ludhiana,Ludhiana,Muktsar,Pulmonology,3.9,64.0,37.5,73.8,321,4635,14858
Medicare Healthcare - Faridkot,Faridkot,Khanna,Pulmonology,4.0,59.3,18.75,73.79,309,4636,14995
Sewa Medical Centre - Faridkot,Faridkot,Bathinda,Dermatology,3.9,63.9,37.5,73.77,320,4637,15132
Healing Touch Healthcare - Rupnagar,Rupnagar,Kapurthala,ENT,3.9,63.9,37.5,73.77,310,4638,15269
Healing Touch Hospital - Gurdaspur,Gurdaspur,Pathankot,Gynecology,3.9,63.9,37.5,73.77,319,4639,15406
Maharaja Ranjit Singh Hospital - Bathinda,Bathinda,Ludhiana,Gynecology,3.9,63.9,37.5,73.77,318,4640,15543
Sewa Healthcare - Jalandhar,Jalandhar,Jalandhar,Oncology,3.9,63.9,31.25,73.77,296,4641,15680
Punjab Multispeciality Hospital - Ludhiana,Ludhiana,Nawanshahr,Ophthalmology,4.0,59.2,25.0,73.76,295,4642,15817
Sewa Multispeciality Hospital - Sangrur,Sangrur,Ludhiana,Urology,4.0,59.2,25.0,73.76,293,4643,15954
Lifeline Multispeciality Hospital - Malerkotla,Malerkotla,Firozpur,Gastroenterology,3.9,63.8,37.5,73.74,353,4644,16091
Medicare Medical Centre - Amritsar,Amritsar,Patiala,General Surgery,3.9,63.8,31.25,73.74,306,4645,16228
Shivalik Hospital - Malerkotla,Malerkotla,Hoshiarpur,Ophthalmology,3.9,63.8,37.5,73.74,305,4646,16365
Sunrise Healthcare - Patiala,Patiala,Khanna,Orthopedics,3.9,63.8,37.5,73.74,308,4647,16502
Sunrise Multispeciality Hospital - Muktsar,Muktsar,Patiala,Pediatrics,3.9,63.8,37.5,73.74,296,4648,16639
Prime Care Hospital - Nawanshahr,Nawanshahr,Jalandhar,Pulmonology,3.9,63.8,31.25,73.74,322,4649,16776
Prime Care Multispeciality Hospital - Nawanshahr,Nawanshahr,Phagwara,Urology,3.9,63.8,37.5,73.74,299,4650,16913
Mata Kaushalya Hospital - Kapurthala,Kapurthala,Firozpur,General Medicine,4.0,59.1,25.0,73.73,297,4651,17050
Apex Healthcare - Amritsar,Amritsar,Gurdaspur,General Surgery,4.0,59.1,25.0,73.73,296,4652,17187
Apex Healthcare - Fazilka,Fazilka,Gurdaspur,Neurology,4.0,59.1,12.5,73.73,289,4653,17324
Punjab Multispeciality Hospital - Ferozepur,Ferozepur,Patiala,Ophthalmology,4.0,59.1,18.75,73.73,296,4654,17461
Apex Healthcare - Faridkot,Faridkot,Khanna,Dermatology,3.9,63.7,37.5,73.71,321,4655,17598
Apex Healthcare - Moga,Moga,Pathankot,General Medicine,3.9,63.7,37.5,73.71,305,4656,17735
Guru Nanak Healthcare - Tarn Taran,Tarn Taran,Gurdaspur,Urology,3.9,63.7,37.5,73.71,300,4657,17872
City Care Healthcare - Gurdaspur,Gurdaspur,Ludhiana,Cardiology,4.0,59.0,25.0,73.7,315,4658,18009
Fortune Multispeciality Hospital - Sangrur,Sangrur,Ludhiana,Cardiology,4.0,59.0,25.0,73.7,316,4659,18146
Lifeline Medical Centre - Muktsar,Muktsar,Moga,Gastroenterology,4.0,59.0,25.0,73.7,340,4660,18283
Apex Healthcare - Patiala,Patiala,Malerkotla,Gynecology,4.0,59.0,18.75,73.7,311,4661,18420
Shaheed Bhagat Singh Medical Centre - Barnala,Barnala,Malerkotla,Pediatrics,4.0,59.0,18.75,73.7,290,4662,18557
Mata Kaushalya Medical Centre - Barnala,Barnala,Barnala,Nephrology,3.9,63.6,31.25,73.68,326,4663,18694
Shivalik Medical Centre - Moga,Moga,Mohali,Neurology,3.9,63.6,31.25,73.68,295,4664,18831
Guru Nanak Multispeciality Hospital - Tarn Taran,Tarn Taran,Abohar,Orthopedics,3.9,63.6,37.5,73.68,309,4665,18968
Apex Hospital - Hoshiarpur,Hoshiarpur,Rupnagar,Cardiology,4.0,58.9,25.0,73.67,317,4666,19105
Prime Care Hospital - Sangrur,Sangrur,Sangrur,Gastroenterology,4.0,58.9,18.75,73.67,341,4667,19242
Medicare Healthcare - Kapurthala,Kapurthala,Muktsar,General Surgery,4.0,58.9,25.0,73.67,297,4668,19379
Sunrise Hospital - Patiala,Patiala,Sangrur,Pediatrics,4.0,58.9,18.75,73.67,291,4669,19516
Sunrise Healthcare - SAS Nagar,SAS Nagar,Moga,Pulmonology,4.0,58.9,25.0,73.67,310,4670,19653
Sunrise Multispeciality Hospital - Jalandhar,Jalandhar,Nawanshahr,Cardiology,3.9,63.5,43.75,73.65,329,4671,19790
Apex Medical Centre - Jalandhar,Jalandhar,Patiala,ENT,3.9,63.5,31.25,73.65,311,4672,19927
Prime Care Hospital - Ludhiana,Ludhiana,Kapurthala,General Medicine,3.9,63.5,25.0,73.65,306,4673,20064
Mata Kaushalya Multispeciality Hospital - SAS Nagar,SAS Nagar,Firozpur,Oncology,3.9,63.5,31.25,73.65,297,4674,20201
Guru Nanak Healthcare - Nawanshahr,Nawanshahr,Rajpura,Urology,3.9,63.5,37.5,73.65,302,4675,20338
Shivalik Multispeciality Hospital - Amritsar,Amritsar,Firozpur,Urology,3.9,63.5,37.5,73.65,301,4676,20475
Healing Touch Hospital - Fatehgarh Sahib,Fatehgarh Sahib,Nawanshahr,Gastroenterology,4.0,58.8,25.0,73.64,342,4677,20612
Lifeline Multispeciality Hospital - Ferozepur,Ferozepur,Sangrur,Gastroenterology,4.0,58.8,25.0,73.64,343,4678,20749
Fortune Healthcare - Jalandhar,Jalandhar,Kapurthala,Oncology,4.0,58.8,18.75,73.64,289,4679,20886
Sunrise Medical Centre - Ferozepur,Ferozepur,Khanna,Oncology,4.0,58.8,25.0,73.64,290,4680,21023
Fortune Hospital - Faridkot,Faridkot,Rupnagar,Pulmonology,4.0,58.8,25.0,73.64,311,4681,21160
Lifeline Medical Centre - Malerkotla,Malerkotla,Sangrur,Nephrology,3.9,63.4,31.25,73.62,327,4682,21297
Shaheed Bhagat Singh Hospital - Gurdaspur,Gurdaspur,Malerkotla,Nephrology,3.9,63.4,43.75,73.62,328,4683,21434
Apex Hospital - Muktsar,Muktsar,Rajpura,Neurology,3.9,63.4,37.5,73.62,296,4684,21571
Shivalik Hospital - Fazilka,Fazilka,Moga,Pulmonology,3.9,63.4,43.75,73.62,323,4685,21708
Sewa Healthcare - Fazilka,Fazilka,Ludhiana,Urology,3.9,63.4,31.25,73.62,303,4686,21845
Medicare Hospital - Mansa,Mansa,Rajpura,Cardiology,4.0,58.7,12.5,73.61,318,4687,21982
Guru Nanak Medical Centre - Bathinda,Bathinda,Barnala,ENT,4.0,58.7,25.0,73.61,302,4688,22119
Guru Nanak Medical Centre - Sangrur,Sangrur,Khanna,Ophthalmology,4.0,58.7,25.0,73.61,297,4689,22256
Guru Nanak Multispeciality Hospital - Faridkot,Faridkot,Phagwara,Cardiology,3.9,63.3,37.5,73.59,330,4690,22393
Shaheed Bhagat Singh Hospital - Bathinda,Bathinda,Sangrur,General Surgery,3.9,63.3,37.5,73.59,307,4691,22530
Sewa Healthcare - Amritsar,Amritsar,Moga,Nephrology,3.9,63.3,37.5,73.59,329,4692,22667
Prime Care Multispeciality Hospital - Hoshiarpur,Hoshiarpur,Firozpur,Neurology,3.9,63.3,31.25,73.59,297,4693,22804
Guru Nanak Multispeciality Hospital - Sangrur,Sangrur,Amritsar,Urology,3.9,63.3,37.5,73.59,304,4694,22941
Guru Nanak Medical Centre - Kapurthala,Kapurthala,Abohar,Cardiology,4.0,58.6,18.75,73.58,319,4695,23078
Healing Touch Medical Centre - SAS Nagar,SAS Nagar,Sangrur,Dermatology,4.0,58.6,18.75,73.58,309,4696,23215
Prime Care Hospital - Nawanshahr,Nawanshahr,Jalandhar,Dermatology,4.0,58.6,25.0,73.58,308,4697,23352
Sunrise Medical Centre - Gurdaspur,Gurdaspur,Muktsar,Gynecology,4.0,58.6,18.75,73.58,312,4698,23489
Maharaja Ranjit Singh Medical Centre - Fatehgarh Sahib,Fatehgarh Sahib,Patiala,Neurology,4.0,58.6,25.0,73.58,290,4699,23626
Prime Care Healthcare - Sangrur,Sangrur,Patiala,Gynecology,3.9,63.2,43.75,73.56,320,4700,23763
City Care Hospital - Kapurthala,Kapurthala,Rupnagar,Neurology,3.9,63.2,31.25,73.56,298,4701,23900
Guru Nanak Healthcare - Muktsar,Muktsar,Jalandhar,Pediatrics,3.9,63.2,25.0,73.56,298,4702,24037
Sunrise Hospital - Pathankot,Pathankot,Abohar,Pediatrics,3.9,63.2,31.25,73.56,297,4703,24174
Healing Touch Multispeciality Hospital - Pathankot,Pathankot,Phagwara,Oncology,4.0,58.5,18.75,73.55,291,4704,24311
Fortune Healthcare - Ludhiana,Ludhiana,Amritsar,Gastroenterology,3.9,63.1,43.75,73.53,354,4705,24448
Sunrise Medical Centre - Mansa,Mansa,Hoshiarpur,Oncology,3.9,63.1,43.75,73.53,298,4706,24585
Maharaja Ranjit Singh Hospital - SAS Nagar,SAS Nagar,Mohali,Orthopedics,3.9,63.1,43.75,73.53,310,4707,24722
Guru Nanak Hospital - Ludhiana,Ludhiana,Firozpur,Pediatrics,3.9,63.1,31.25,73.53,300,4708,24859
Mata Kaushalya Medical Centre - Tarn Taran,Tarn Taran,Pathankot,Pediatrics,3.9,63.1,43.75,73.53,299,4709,24996
Punjab Multispeciality Hospital - Ferozepur,Ferozepur,Patiala,Urology,3.9,63.1,31.25,73.53,305,4710,25133
Prime Care Healthcare - Fazilka,Fazilka,Malerkotla,Cardiology,3.9,63.0,25.0,73.5,331,4711,25270
Apex Medical Centre - Fatehgarh Sahib,Fatehgarh Sahib,Abohar,Gastroenterology,3.9,63.0,25.0,73.5,355,4712,25407
Sewa Hospital - Patiala,Patiala,Phagwara,Gynecology,3.9,63.0,37.5,73.5,321,4713,25544
Guru Nanak Medical Centre - Jalandhar,Jalandhar,Kapurthala,Pediatrics,3.9,63.0,31.25,73.5,301,4714,25681
Punjab Hospital - Bathinda,Bathinda,Nawanshahr,Urology,3.8,67.6,43.75,73.48,329,4715,25818
Prime Care Multispeciality Hospital - Nawanshahr,Nawanshahr,Mansa,Oncology,3.9,62.9,37.5,73.47,299,4716,25955
Punjab Healthcare - Sangrur,Sangrur,Rupnagar,Gastroenterology,4.0,58.2,18.75,73.46,344,4717,26092
Mata Kaushalya Medical Centre - Kapurthala,Kapurthala,Gurdaspur,Neurology,4.0,58.2,12.5,73.46,291,4718,26229
Mata Kaushalya Multispeciality Hospital - Nawanshahr,Nawanshahr,Ludhiana,ENT,3.9,62.8,31.25,73.44,312,4719,26366
Sewa Healthcare - Ferozepur,Ferozepur,Nawanshahr,Gynecology,3.9,62.8,37.5,73.44,322,4720,26503
Apex Multispeciality Hospital - Ferozepur,Ferozepur,Mansa,Orthopedics,3.9,62.8,31.25,73.44,311,4721,26640
Mata Kaushalya Medical Centre - Patiala,Patiala,Kapurthala,Urology,3.9,62.8,37.5,73.44,307,4722,26777
Punjab Hospital - Patiala,Patiala,Bathinda,Urology,3.9,62.8,37.5,73.44,306,4723,26914
Lifeline Multispeciality Hospital - Fazilka,Fazilka,Hoshiarpur,Cardiology,3.9,62.7,37.5,73.41,332,4724,27051
City Care Healthcare - Pathankot,Pathankot,Khanna,ENT,3.9,62.7,37.5,73.41,313,4725,27188
Maharaja Ranjit Singh Hospital - Fatehgarh Sahib,Fatehgarh Sahib,Rupnagar,ENT,3.9,62.7,25.0,73.41,315,4726,27325
